"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Manchester","V5","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","NCS Caseworkers Costs","V7","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","NCS Caseworkers Costs","V7","VOA Band 3","31520","44202","Complex Caseworker","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Plymouth","V5","VOA Band 7","13133","18074","Admin Support Officer","0.43","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","CS Caseworker Costs","V7","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","NCS Caseworkers Costs","V7","VOA Band 6","16395","22103","Admin Support Officer","0.86","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Rhyl","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Plymouth","V10","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Gloucester (London Central)","V4","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Leeds","V5","VOA Band 3","31520","44202","Complex Caseworker","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Plymouth","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Plymouth","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Commercial Services","V9","VOA Band 3","31520","44202","Not In Post","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Southern SRU","V4","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Programme Management Office","V11","VOA Band 1","54120","67856","Senior Policy Manager","1.00","Programme and Project Management (PPM)"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Wales & Western SRU","V4","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Halifax","V10","VOA Band 6","16395","22103","Admin Support Officer","0.81","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Halifax Data Capture Centre","V9","VOA Band 7","13133","18074","Not In Post","0.81","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","2015 VOA Strategy","V9","VOA Band 4","23115","34808","Policy Support Officer","1.00","Programme and Project Management (PPM)"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Live Services","V2","VOA Band 6","16395","22103","Admin Support Officer","1.00","Information Technology"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Live Services","V2","VOA Band 6","16395","22103","Admin Support Officer","1.00","Information Technology"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Live Services","V2","VOA Band 6","16395","22103","Admin Support Officer","1.00","Information Technology"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Live Services","V2","VOA Band 6","16395","22103","Admin Support Officer","1.00","Information Technology"
"Her Majesty's Revenue and Customs","Valuation Office Agency","London South","V4","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Halifax","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Halifax","V10","VOA Band 7","13133","18074","Admin Support Officer","0.62","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","CS Caseworker Costs","V7","VOA Band 3","31520","44202","Complex Caseworker","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","CS Caseworker Costs","V7","VOA Band 3","31520","44202","Complex Caseworker","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Halifax","V10","VOA Band 7","13133","18074","Admin Support Officer","0.60","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Halifax","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","CS Caseworker Costs","V7","VOA Band 3","31520","44202","Complex Caseworker","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","CS Caseworker Costs","V7","VOA Band 3","31520","44202","Complex Caseworker","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","London South","V4","VOA Band 3","31520","44202","Complex Caseworker","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Plymouth","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Corporate Communications","V9","VOA Band 6","16395","22103","Admin Support Officer","1.00","Communications"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Rhyl","V10","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Plymouth","V10","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Plymouth","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","CS Caseworker Costs","V7","VOA Band 3","31520","44202","Complex Caseworker","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Halifax","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Plymouth","V10","VOA Band 7","13133","18074","Admin Support Officer","0.69","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Plymouth","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","NABS","V7","VOA Band 3","31520","44202","Complex Caseworker","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","NCS Caseworkers Costs","V7","VOA Band 3","31520","44202","Complex Caseworker","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","CS Caseworker Costs","V7","VOA Band 2","42288","57217","Senior Complex Caseworker","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Commercial Services","V7","VOA Band 2","42288","57217","Senior Complex Caseworker","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Halifax Data Capture Centre","V3","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Halifax","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","NABS","V7","VOA Band 3","31520","44202","Complex Caseworker","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","CS Caseworker Costs","V7","VOA Band 3","31520","44202","Complex Caseworker","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Leeds","V5","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","HR Operations","V9","VOA Band 6","16395","22103","Admin Support Officer","1.00","Human Resources"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Leeds","V5","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","NABS","V7","VOA Band 3","31520","44202","Complex Caseworker","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Plymouth","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Halifax","V10","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Financial Operations Unit","V11","VOA Band 6","16395","22103","Admin Support Officer","1.00","Finance"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Reading","V4","VOA Band 4","23115","34808","Caseworker","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Eastern SRU","V4","VOA Band 2","42288","57217","Senior Complex Caseworker Manager","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Portfolio Delivery Group","V2","VOA Band 4","23115","34808","Policy Support Officer","1.00","Information Technology"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Durham","V10","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Portfolio Delivery Group","V2","VOA Band 4","23115","34808","Policy Support Officer","1.00","Information Technology"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Live Services","V2","VOA Band 3","31520","44202","Policy Complex Support Manager","1.00","Information Technology"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Performance and Analysis (P&A)","V11","VOA Band 3","31520","44202","Policy Complex Support Officer","1.00","Operational Research"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Halifax","V10","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","CS Caseworker Costs","V7","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Fair Rents & Housing Benefits (South)","V6","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 7","13133","18074","Admin Support Officer","0.67","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 6","16395","22103","Admin Support Officer","0.64","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Direct NCS Management Costs","V7","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Newcastle","V5","VOA Band 7","13133","18074","Admin Support Officer","0.50","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Halifax","V10","VOA Band 6","16395","22103","Admin Support Officer","0.69","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Council Tax and Housing Allowances","V6","VOA Band 6","16395","22103","Admin Support Officer","1.00","Knowledge and Information Management (KIM)"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Newcastle","V5","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 7","13133","18074","Admin Support Officer","0.81","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Exeter","V5","VOA Band 7","13133","18074","Admin Support Officer","0.81","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Halifax Data Capture Centre","V3","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Fair Rents & Housing Benefits (South)","V6","VOA Band 7","13133","18074","Admin Support Officer","0.35","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","CS Caseworker Costs","V7","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Reading","V4","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Northern SRU","V4","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Northern SRU","V4","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Fair Rents & Housing Benefits (North)","V6","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Fair Rents & Housing Benefits (North)","V6","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Fair Rents & Housing Benefits (North)","V6","VOA Band 7","13133","18074","Admin Support Officer","0.49","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Fair Rents & Housing Benefits (North)","V6","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","London South","V4","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Portfolio Delivery Group","V2","VOA Band 6","16395","22103","Admin Support Officer","1.00","Information Technology"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Live Services","V2","VOA Band 6","16395","22103","Admin Support Officer","1.00","Information Technology"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Local Housing Allowances","V6","VOA Band 7","13133","18074","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Local Housing Allowances","V6","VOA Band 7","13133","18074","Admin Support Officer","0.59","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Local Housing Allowances","V6","VOA Band 7","13133","18074","Admin Support Officer","0.40","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Fair Rents & Housing Benefits (North)","V6","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Fair Rents & Housing Benefits (North)","V9","VOA Band 6","16395","22103","Not In Post","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Fair Rents & Housing Benefits (South)","V6","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 5","16838","26438","Policy Support Officer Manager","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Council Tax and Housing Allowances","V6","VOA Band 6","16395","22103","Admin Support Officer","0.50","Knowledge and Information Management (KIM)"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Housing Allowances","V10","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Council Tax and Housing Allowances","V6","VOA Band 6","16395","22103","Admin Support Officer","0.86","Knowledge and Information Management (KIM)"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Exeter","V5","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Fair Rents & Housing Benefits (North)","V6","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Local Housing Allowances","V6","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","London South","V4","VOA Band 6","16395","22103","Admin Support Officer","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Local Housing Allowances","V6","VOA Band 5","16838","26438","Inspector","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Local Housing Allowances","V6","VOA Band 5","16838","26438","Inspector","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Fair Rents & Housing Benefits (North)","V6","VOA Band 5","16838","26438","Inspector","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Local Housing Allowances","V6","VOA Band 5","16838","26438","Inspector","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Fair Rents & Housing Benefits (North)","V6","VOA Band 5","16838","26438","Inspector","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Local Housing Allowances","V6","VOA Band 5","16838","26438","Inspector","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Local Housing Allowances","V6","VOA Band 5","16838","26438","Inspector","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Local Housing Allowances","V6","VOA Band 5","16838","26438","Inspector","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Fair Rents & Housing Benefits (North)","V6","VOA Band 5","16838","26438","Inspector","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Local Housing Allowances","V6","VOA Band 5","16838","26438","Inspector","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Local Housing Allowances","V6","VOA Band 5","16838","26438","Inspector","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Local Housing Allowances","V6","VOA Band 5","16838","26438","Inspector","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Local Housing Allowances","V6","VOA Band 5","16838","26438","Inspector","1.00","Operational Delivery"
"Her Majesty's Revenue and Customs","Valuation Office Agency","Fair Rents & Housing Benefits (North)","V6","VOA Band 5","16838","26438","Inspector","1.00","Operational Delivery"
