"KpiId","KpiName","Value","DataType","Period","StartDate","EndDate","CollectionFrequency"
"STF08","Staff FTE - (Snapshot)","4782.00 Number","Number","2012/2013","2012-04-01","2013-03-31","Monthly"
"STF08","Staff FTE - (Snapshot)","4687.00 Number","Number","2013/2014_Q1","2013-04-01","2013-06-30","Monthly"
"STF08","Staff FTE - (Snapshot)","4562.00 Number","Number","2013/2014","2013-04-01","2014-03-31","Monthly"
"STF08","Staff FTE - (Snapshot)","4537.00 Number","Number","2013/2014_Q2","2013-07-01","2013-09-30","Monthly"
"STF08","Staff FTE - (Snapshot)","4564.00 Number","Number","2013/2014_Q3","2013-10-01","2013-12-31","Monthly"
"STF08","Staff FTE - (Snapshot)","4562.00 Number","Number","2013/2014_Q4","2014-01-01","2014-03-31","Monthly"
"STF08","Staff FTE - (Snapshot)","4182.00 Number","Number","2014/2015_Q1","2014-04-01","2014-06-30","Monthly"
"STF08","Staff FTE - (Snapshot)","4329.00 Number","Number","2014/2015_Apr","2014-04-01","2014-04-30","Monthly"
"STF08","Staff FTE - (Snapshot)","3995.00 Number","Number","2014/2015","2014-04-01","2015-03-31","Monthly"
"STF08","Staff FTE - (Snapshot)","4240.00 Number","Number","2014/2015_May","2014-05-01","2014-05-31","Monthly"
"STF08","Staff FTE - (Snapshot)","4182.00 Number","Number","2014/2015_Jun","2014-06-01","2014-06-30","Monthly"
"STF08","Staff FTE - (Snapshot)","4060.00 Number","Number","2014/2015_Q2","2014-07-01","2014-09-30","Monthly"
"STF08","Staff FTE - (Snapshot)","4075.00 Number","Number","2014/2015_Jul","2014-07-01","2014-07-31","Monthly"
"STF08","Staff FTE - (Snapshot)","4083.00 Number","Number","2014/2015_Aug","2014-08-01","2014-08-31","Monthly"
"STF08","Staff FTE - (Snapshot)","4060.00 Number","Number","2014/2015_Sep","2014-09-01","2014-09-30","Monthly"
"STF08","Staff FTE - (Snapshot)","4043.00 Number","Number","2014/2015_Q3","2014-10-01","2014-12-31","Monthly"
"STF08","Staff FTE - (Snapshot)","4053.00 Number","Number","2014/2015_Oct","2014-10-01","2014-10-31","Monthly"
"STF08","Staff FTE - (Snapshot)","4062.00 Number","Number","2014/2015_Nov","2014-11-01","2014-11-30","Monthly"
"STF08","Staff FTE - (Snapshot)","4043.00 Number","Number","2014/2015_Dec","2014-12-01","2014-12-31","Monthly"
"STF08","Staff FTE - (Snapshot)","4023.00 Number","Number","2014/2015_Jan","2015-01-01","2015-01-31","Monthly"
"STF08","Staff FTE - (Snapshot)","3995.00 Number","Number","2014/2015_Q4","2015-01-01","2015-03-31","Monthly"
"STF08","Staff FTE - (Snapshot)","4022.00 Number","Number","2014/2015_Feb","2015-02-01","2015-02-28","Monthly"
"STF08","Staff FTE - (Snapshot)","3995.00 Number","Number","2014/2015_Mar","2015-03-01","2015-03-31","Monthly"
"STF08","Staff FTE - (Snapshot)","3915.00 Number","Number","2015/2016","2015-04-01","2016-03-31","Monthly"
"STF08","Staff FTE - (Snapshot)","3933.00 Number","Number","2015/2016_Apr","2015-04-01","2015-04-30","Monthly"
"STF08","Staff FTE - (Snapshot)","3924.00 Number","Number","2015/2016_Q1","2015-04-01","2015-06-30","Monthly"
"STF08","Staff FTE - (Snapshot)","3931.00 Number","Number","2015/2016_May","2015-05-01","2015-05-31","Monthly"
"STF08","Staff FTE - (Snapshot)","3924.00 Number","Number","2015/2016_Jun","2015-06-01","2015-06-30","Monthly"
"STF08","Staff FTE - (Snapshot)","3952.00 Number","Number","2015/2016_Q2","2015-07-01","2015-09-30","Monthly"
"STF08","Staff FTE - (Snapshot)","3935.00 Number","Number","2015/2016_Jul","2015-07-01","2015-07-31","Monthly"
"STF08","Staff FTE - (Snapshot)","3929.00 Number","Number","2015/2016_Aug","2015-08-01","2015-08-31","Monthly"
"STF08","Staff FTE - (Snapshot)","3952.00 Number","Number","2015/2016_Sep","2015-09-01","2015-09-30","Monthly"
"STF08","Staff FTE - (Snapshot)","3942.00 Number","Number","2015/2016_Q3","2015-10-01","2015-12-31","Monthly"
"STF08","Staff FTE - (Snapshot)","3932.00 Number","Number","2015/2016_Oct","2015-10-01","2015-10-31","Monthly"
"STF08","Staff FTE - (Snapshot)","3952.00 Number","Number","2015/2016_Nov","2015-11-01","2015-11-30","Monthly"
"STF08","Staff FTE - (Snapshot)","3942.00 Number","Number","2015/2016_Dec","2015-12-01","2015-12-31","Monthly"
"STF08","Staff FTE - (Snapshot)","3952.00 Number","Number","2015/2016_Jan","2016-01-01","2016-01-31","Monthly"
"STF08","Staff FTE - (Snapshot)","3915.00 Number","Number","2015/2016_Q4","2016-01-01","2016-03-31","Monthly"
"STF08","Staff FTE - (Snapshot)","3950.00 Number","Number","2015/2016_Feb","2016-02-01","2016-02-29","Monthly"
"STF08","Staff FTE - (Snapshot)","3915.00 Number","Number","2015/2016_Mar","2016-03-01","2016-03-31","Monthly"
"STF08","Staff FTE - (Snapshot)","3631.20 Number","Number","2016/2017","2016-04-01","2017-03-31","Monthly"
