"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Ministry of Defence","Ministry of Defence","Air","1017733","Senior Executive Officer","41000","44990","Operational Delivery","<5","Operational Delivery Profession","Yorkshire and The Humber"
"Ministry of Defence","Ministry of Defence","Air","1017733","Senior Executive Officer","41000","44990","Project Delivery","<5","Project Delivery Profession","Yorkshire and The Humber"
"Ministry of Defence","Ministry of Defence","Air","1017733","Senior Executive Officer","41000","44990","Project Delivery","<5","Project Delivery Profession","Yorkshire and The Humber"
"Ministry of Defence","Ministry of Defence","Air","1017733","Senior Executive Officer","41000","44990","Communication","<5","Government Communication Service","South West"
"Ministry of Defence","Ministry of Defence","Air","1017733","Senior Executive Officer","41000","44990","Operational Delivery","<5","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Senior Executive Officer","41000","44990","Operational Delivery","<5","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Senior Executive Officer","41000","44990","Operational Delivery","7","Operational Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Senior Executive Officer","41000","44990","Operational Delivery","<5","Operational Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Senior Executive Officer","41000","44990","Health, Safety and Environmental Protection","<5","Operational Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Senior Executive Officer","41000","44990","Digital, Data and Technology","<5","Digital, Data and Technology Professions","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Senior Executive Officer","41000","44990","Communication","<5","Government Communication Service","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Senior Executive Officer","41000","44990","Finance","<5","Government Finance Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Senior Executive Officer","41000","44990","Engineering","11","Government Science and Engineering Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Senior Executive Officer","41000","44990","Science","<5","Government Science and Engineering Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Senior Executive Officer","41000","44990","Analysis","<5","Government Statistical Service Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Logistics","<5","Operational Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Infrastructure and Property","9.78","Government Property Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Infrastructure and Property","9.65","Government Property Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Infrastructure and Property","<5","Government Property Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Logistics","<5","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Infrastructure and Property","<5","Government Property Profession","London"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Infrastructure and Property","<5","Government Property Profession","North East"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Logistics","<5","Operational Delivery Profession","North East"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Infrastructure and Property","5","Government Property Profession","Scotland"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Infrastructure and Property","<5","Government Property Profession","South East"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Infrastructure and Property","<5","Government Property Profession","South East"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Infrastructure and Property","<5","Government Property Profession","South West"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Engineering","<5","Government Science and Engineering Profession","South West"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Logistics","<5","Operational Delivery Profession","South West"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Logistics","<5","Operational Delivery Profession","Wales"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Infrastructure and Property","<5","Government Property Profession","West Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Logistics","<5","Operational Delivery Profession","West Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Infrastructure and Property","<5","Government Property Profession","Yorkshire and The Humber"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Infrastructure and Property","<5","Government Property Profession","Yorkshire and The Humber"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Infrastructure and Property","<5","Government Property Profession","Yorkshire and The Humber"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Logistics","<5","Operational Delivery Profession","Yorkshire and The Humber"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Logistics","<5","Operational Delivery Profession","Yorkshire and The Humber"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Logistics","<5","Operational Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Infrastructure and Property","9","Government Property Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 1","18830","18830","Infrastructure and Property","<5","Government Property Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Logistics","21.43","Operational Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Infrastructure and Property","7.86","Government Property Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Infrastructure and Property","<5","Government Property Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Logistics","<5","Operational Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Engineering","<5","Government Science and Engineering Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Infrastructure and Property","<5","Government Property Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Logistics","19","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Logistics","30","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Logistics","27.2","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Operational Delivery","<5","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Infrastructure and Property","<5","Government Property Profession","London"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Logistics","<5","Operational Delivery Profession","North East"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Infrastructure and Property","<5","Government Property Profession","Scotland"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Infrastructure and Property","<5","Government Property Profession","Scotland"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Engineering","<5","Government Science and Engineering Profession","Scotland"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Logistics","<5","Operational Delivery Profession","Scotland"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Logistics","18","Operational Delivery Profession","Scotland"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Infrastructure and Property","<5","Government Property Profession","South East"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Infrastructure and Property","<5","Government Property Profession","South East"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Engineering","<5","Government Science and Engineering Profession","South East"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Engineering","<5","Government Science and Engineering Profession","South East"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Training and Education","<5","Human Resources Profession","South East"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Logistics","<5","Operational Delivery Profession","South East"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Logistics","<5","Operational Delivery Profession","South East"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Infrastructure and Property","<5","Government Property Profession","South West"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Infrastructure and Property","<5","Government Property Profession","South West"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Logistics","15.57","Operational Delivery Profession","South West"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Infrastructure and Property","<5","Government Property Profession","Wales"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Logistics","<5","Operational Delivery Profession","Wales"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Logistics","11","Operational Delivery Profession","West Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Engineering","6","Government Science and Engineering Profession","Yorkshire and The Humber"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Logistics","10.78","Operational Delivery Profession","Yorkshire and The Humber"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Logistics","9","Operational Delivery Profession","Yorkshire and The Humber"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 2","19770","19770","Infrastructure and Property","<5","Government Property Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Logistics","70","Operational Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Logistics","8","Operational Delivery Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Engineering","<5","Government Science and Engineering Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Infrastructure and Property","<5","Government Property Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Infrastructure and Property","11","Government Property Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Engineering","7.6","Government Science and Engineering Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Engineering","<5","Government Science and Engineering Profession","South West"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Infrastructure and Property","<5","Government Property Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Engineering","<5","Government Science and Engineering Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Healthcare and Medical Operational Capability","<5","Medical Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Logistics","27.41","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Logistics","26.61","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Logistics","22.06","Operational Delivery Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Logistics","8","Operational Delivery Profession","North East"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Infrastructure and Property","<5","Government Property Profession","Scotland"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Engineering","12.78","Government Science and Engineering Profession","Scotland"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Logistics","55","Operational Delivery Profession","Scotland"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Engineering","9","Government Science and Engineering Profession","South East"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Logistics","<5","Operational Delivery Profession","South East"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Infrastructure and Property","<5","Government Property Profession","South West"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Logistics","<5","Operational Delivery Profession","South West"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Logistics","13","Operational Delivery Profession","South West"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Engineering","<5","Government Science and Engineering Profession","Wales"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Logistics","11.65","Operational Delivery Profession","Wales"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Engineering","9.65","Government Science and Engineering Profession","West Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Training and Education","<5","Human Resources Profession","West Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Logistics","<5","Operational Delivery Profession","West Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Infrastructure and Property","<5","Government Property Profession","Yorkshire and The Humber"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Infrastructure and Property","<5","Government Property Profession","Yorkshire and The Humber"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Engineering","<5","Government Science and Engineering Profession","Yorkshire and The Humber"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Engineering","<5","Government Science and Engineering Profession","Yorkshire and The Humber"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Logistics","23","Operational Delivery Profession","Yorkshire and The Humber"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Logistics","5.76","Operational Delivery Profession","Yorkshire and The Humber"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Infrastructure and Property","6","Government Property Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Engineering","<5","Government Science and Engineering Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 3","21580","23840","Engineering","<5","Government Science and Engineering Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 4","25500","26810","Infrastructure and Property","<5","Government Property Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 4","25500","26810","Infrastructure and Property","<5","Government Property Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 4","25500","26810","Engineering","6.61","Government Science and Engineering Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 4","25500","26810","Engineering","12","Government Science and Engineering Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 4","25500","26810","Engineering","5","Government Science and Engineering Profession","East of England"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 4","25500","26810","Engineering","<5","Government Science and Engineering Profession","North East"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 4","25500","26810","Engineering","5.65","Government Science and Engineering Profession","Scotland"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 4","25500","26810","Engineering","<5","Government Science and Engineering Profession","South East"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 4","25500","26810","Engineering","8.65","Government Science and Engineering Profession","South West"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 4","25500","26810","Infrastructure and Property","<5","Government Property Profession","Yorkshire and The Humber"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 4","25500","26810","Engineering","19.86","Government Science and Engineering Profession","Yorkshire and The Humber"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 4","25500","26810","Engineering","<5","Government Science and Engineering Profession","Yorkshire and The Humber"
"Ministry of Defence","Ministry of Defence","Air","1017733","Skillzone 4","25500","26810","Engineering","11","Government Science and Engineering Profession","East Midlands"
"Ministry of Defence","Ministry of Defence","Air","1017733","Locally Employed Civilian (LEC)","N/A","N/A","Other","156","Other","Unknown"
"Ministry of Defence","Ministry of Defence","Air","1017733","OF-5","N/A","N/A","Military","203","Military","Overseas"
"Ministry of Defence","Ministry of Defence","Air","1017733","OF-4","N/A","N/A","Military","720","Military","Unknown"
"Ministry of Defence","Ministry of Defence","Air","1017733","OF-3","N/A","N/A","Military","1630","Military","Unknown"
"Ministry of Defence","Ministry of Defence","Air","1017733","OF-2","N/A","N/A","Military","2934","Military","Unknown"
"Ministry of Defence","Ministry of Defence","Air","1017733","OF-1","N/A","N/A","Military","902","Military","Unknown"
"Ministry of Defence","Ministry of Defence","Air","1017733","OR-9","N/A","N/A","Military","799","Military","Unknown"
"Ministry of Defence","Ministry of Defence","Air","1017733","OR-8","N/A","N/A","Military","96","Military","Unknown"
"Ministry of Defence","Ministry of Defence","Air","1017733","OR-7","N/A","N/A","Military","2025","Military","Unknown"
"Ministry of Defence","Ministry of Defence","Air","1017733","OR-6","N/A","N/A","Military","3777","Military","Unknown"
"Ministry of Defence","Ministry of Defence","Air","1017733","OR-4","N/A","N/A","Military","4997","Military","Unknown"
"Ministry of Defence","Ministry of Defence","Air","1017733","OR-3","N/A","N/A","Military","455","Military","Unknown"
"Ministry of Defence","Ministry of Defence","Air","1017733","OR-2","N/A","N/A","Military","8878","Military","Unknown"
"Ministry of Defence","Ministry of Defence","Air","1017733","OF-0","N/A","N/A","Military","14","Military","Unknown"
